Gene	gene_id	chr	start	stop	type	gene_name.84	gene_id.84	gene_type.84	gnomAD_transcript	exp_lof	oe_lof	LOEUF	homozygous_lof	Huang_pHI	RVIS	Gene_Avg_PCT
PURA	ENSG00000185129	chr5	140107777	140125619	protein_coding	PURA	ENSG00000185129	protein_coding	ENST00000331327	8.9312	0	0.335	FALSE	0.668867984	-0.425560413	0.366652173913043
PURB	ENSG00000146676	chr7	44876299	44885530	protein_coding	PURB	ENSG00000146676	protein_coding	ENST00000395699	7.3787	0.13553	0.643	FALSE	0.070566295	-0.39322587	0.288321428571429
PURG	ENSG00000172733	chr8	30995802	31033715	protein_coding	PURG	ENSG00000172733	protein_coding	ENST00000475541	10.124	0	0.295	FALSE	0.166622003	-0.488822699	0.13675
PUS1	ENSG00000177192	chr12	131929200	131945896	protein_coding	PUS1	ENSG00000177192	protein_coding	ENST00000376649	15.381	0.45512	0.855	FALSE	0.029934796	-0.327936021	NA
PUS10	ENSG00000162927	chr2	60940222	61018259	protein_coding	PUS10	ENSG00000162927	protein_coding	ENST00000316752	33.56	0.74493	1.04	FALSE	0.173015924	-1.140689786	0
PUS3	ENSG00000110060	chr11	125893485	125903221	protein_coding	PUS3	ENSG00000110060	protein_coding	ENST00000227474	20.714	0.72416	1.115	FALSE	0.196032535	0.435888016	0.002
PUS7	ENSG00000091127	chr7	105439661	105522271	protein_coding	PUS7	ENSG00000091127	protein_coding	ENST00000356362	35.158	0.56887	0.827	FALSE	0.302090719	-1.124913025	0.02575
PUS7L	ENSG00000129317	chr12	43718992	43758793	protein_coding	PUS7L	ENSG00000129317	protein_coding	ENST00000416848	24.522	0.53013	0.843	TRUE	0.032224029	2.169076985	0.0288695652173913
PUSL1	ENSG00000169972	chr1	1308597	1311677	protein_coding	PUSL1	ENSG00000169972	protein_coding	ENST00000379031	11.329	2.0302	1.977	FALSE	0.006865893	0.351699689	0.128
PVALB	ENSG00000100362	chr22	36800684	36819479	protein_coding	PVALB	ENSG00000100362	protein_coding	ENST00000216200	4.5157	0.4429	1.361	FALSE	0.582220236	0.074133921	0
PVALEF	ENSG00000225180	chr17	81165507	81183166	protein_coding	AATK-AS1	ENSG00000225180	antisense	NA	NA	NA	NA	FALSE	NA	NA	NA
PVR	ENSG00000073008	chr19	44643798	44666162	protein_coding	PVR	ENSG00000073008	protein_coding	ENST00000425690	18.672	0.8569	1.301	FALSE	0.000626862	0.795632235	0.0130666666666667
PVRIG	ENSG00000213413	chr7	100218241	100221490	protein_coding	PVRIG	ENSG00000213413	protein_coding	ENST00000317271	9.2495	0.54057	1.136	FALSE	0.001754281	0.702380531	0
PWP1	ENSG00000136045	chr12	107685799	107713162	protein_coding	PWP1	ENSG00000136045	protein_coding	ENST00000412830	32.256	0.71305	1.01	FALSE	0.110670006	-0.236088277	0.0261666666666667
PWP2	ENSG00000241945	chr21	44107373	44131181	protein_coding	PWP2	ENSG00000241945	protein_coding	ENST00000291576	43.858	0.31921	0.499	FALSE	0.105595546	0.994662321	0.000666666666666667
PWWP2A	ENSG00000170234	chr5	160061801	160119450	protein_coding	PWWP2A	ENSG00000170234	protein_coding	ENST00000307063	21.206	0.094313	0.297	FALSE	0.158336539	-0.606288868	0.108
PWWP2B	ENSG00000171813	chr10	132397168	132417859	protein_coding	PWWP2B	ENSG00000171813	protein_coding	ENST00000305233	6.0477	0	0.495	FALSE	0.003381204	0.358251313	0.146111111111111
PWWP3A	ENSG00000160953	chr19	1354711	1378431	protein_coding	MUM1	ENSG00000160953	protein_coding	ENST00000344663	33.639	0.327	0.541	FALSE	NA	0.042258271	0.0473076923076923
PWWP3B	ENSG00000157502	chrX	106168305	106208956	protein_coding	MUM1L1	ENSG00000157502	protein_coding	ENST00000337685	14.601	0.20547	0.531	FALSE	NA	-1.092247318	0.138555555555556
PWWP4	ENSG00000278803	chrX	153271618	153277803	protein_coding	RP11-635O16.1	ENSG00000278803	unprocessed_pseudogene	NA	NA	NA	NA	FALSE	NA	NA	NA
PXDC1	ENSG00000168994	chr6	3722614	3751713	protein_coding	PXDC1	ENSG00000168994	protein_coding	ENST00000380283	9.3914	0.5324	1.119	FALSE	0.042484329	0.027427318	0.000125
PXDN	ENSG00000130508	chr2	1631887	1744852	protein_coding	PXDN	ENSG00000130508	protein_coding	ENST00000252804	62.332	0.36899	0.523	FALSE	0.054174855	-1.394215407	0.245565217391304
PXDNL	ENSG00000147485	chr8	51319577	51809445	protein_coding	PXDNL	ENSG00000147485	protein_coding	ENST00000356297	66.153	0.87676	1.091	TRUE	0.005561627	1.802924189	0.041
PXK	ENSG00000168297	chr3	58332880	58426127	protein_coding	PXK	ENSG00000168297	protein_coding	ENST00000356151	37.987	0.28957	0.479	FALSE	0.375653665	-0.413690036	0.267764705882353
PXMP2	ENSG00000176894	chr12	132687587	132704985	protein_coding	PXMP2	ENSG00000176894	protein_coding	ENST00000317479	7.1658	0.55821	1.271	TRUE	0.00713786	0.431523618	0
PXMP4	ENSG00000101417	chr20	33702758	33720319	protein_coding	PXMP4	ENSG00000101417	protein_coding	ENST00000409299	9.4554	0.63455	1.25	FALSE	0.078645489	0.340455855	0.0923243243243243
PXN	ENSG00000089159	chr12	120210439	120265771	protein_coding	PXN	ENSG00000089159	protein_coding	ENST00000267257	25.97	0.26954	0.506	FALSE	0.716901595	0.269530784	0.302222222222222
PXT1	ENSG00000179165	chr6	36390551	36442854	protein_coding	PXT1	ENSG00000179165	protein_coding	ENST00000454782	4.2782	1.6362	1.944	FALSE	0.012139961	0.028991652	0.0939230769230769
PXYLP1	ENSG00000155893	chr3	141228726	141367753	protein_coding	PXYLP1	ENSG00000155893	protein_coding	NA	NA	NA	NA	FALSE	0.09254292	NA	NA
PYCARD	ENSG00000103490	chr16	31201486	31203450	protein_coding	PYCARD	ENSG00000103490	protein_coding	ENST00000247470	4.0357	1.2389	1.895	FALSE	0.013494453	-0.104250548	0.0109259259259259
PYCR1	ENSG00000183010	chr17	81932384	81942412	protein_coding	PYCR1	ENSG00000183010	protein_coding	ENST00000329875	10.444	0.67022	1.257	FALSE	0.14269475	-0.28497869	0.0182777777777778
PYCR2	ENSG00000143811	chr1	225919877	225924340	protein_coding	PYCR2	ENSG00000143811	protein_coding	ENST00000343818	12.628	0.79191	1.342	FALSE	0.103968955	-0.947918728	0.0616
PYCR3	ENSG00000104524	chr8	143603210	143609773	protein_coding	PYCRL	ENSG00000104524	protein_coding	ENST00000220966	10.072	0.79427	1.426	FALSE	NA	1.053077318	0.02744
PYDC1	ENSG00000169900	chr16	31215962	31217135	protein_coding	PYDC1	ENSG00000169900	protein_coding	ENST00000302964	NA	NA	NA	FALSE	0.000712033	-0.049265897	0.0206
PYDC2	ENSG00000253548	chr3	191461163	191461456	protein_coding	PYDC2	ENSG00000253548	protein_coding	ENST00000518817	NA	NA	NA	FALSE	0.001413752	NA	NA
PYGB	ENSG00000100994	chr20	25248085	25298012	protein_coding	PYGB	ENSG00000100994	protein_coding	ENST00000216962	44.402	0.65312	0.891	FALSE	0.193317338	-0.910785279	0.00641666666666667
PYGL	ENSG00000100504	chr14	50857891	50944483	protein_coding	PYGL	ENSG00000100504	protein_coding	ENST00000216392	45.727	0.72168	0.965	FALSE	0.75708561	-0.820312331	0.022
PYGM	ENSG00000068976	chr11	64746389	64759974	protein_coding	PYGM	ENSG00000068976	protein_coding	ENST00000164139	42.605	0.63373	0.874	FALSE	0.74792495	0.102232901	0
PYGO1	ENSG00000171016	chr15	55538884	55588947	protein_coding	PYGO1	ENSG00000171016	protein_coding	ENST00000302000	13.094	0	0.228	FALSE	0.209290121	-0.165328532	0.106934782608696
PYGO2	ENSG00000163348	chr1	154957026	154963853	protein_coding	PYGO2	ENSG00000163348	protein_coding	ENST00000368457	10.566	0	0.283	FALSE	0.2486895	-0.477575918	0.24635
PYHIN1	ENSG00000163564	chr1	158930796	158977059	protein_coding	PYHIN1	ENSG00000163564	protein_coding	ENST00000368140	19.539	0.81889	1.244	FALSE	0.000387631	0.736895455	0
PYM1	ENSG00000170473	chr12	55901413	55932618	protein_coding	PYM1	ENSG00000170473	protein_coding	NA	NA	NA	NA	FALSE	NA	NA	NA
PYROXD1	ENSG00000121350	chr12	21437615	21471250	protein_coding	PYROXD1	ENSG00000121350	protein_coding	ENST00000240651	26.391	0.64416	0.966	FALSE	0.128105885	-0.005067496	0.01595
PYROXD2	ENSG00000119943	chr10	98383565	98415182	protein_coding	PYROXD2	ENSG00000119943	protein_coding	ENST00000370575	30.945	0.84021	1.166	TRUE	0.061661589	0.947464169	NA
PYURF	ENSG00000145337	chr4	88520998	88523776	protein_coding	PYURF	ENSG00000145337	protein_coding	ENST00000273968	2.23	0.44843	1.69	FALSE	0.019030766	NA	0.00875
PYY	ENSG00000131096	chr17	43952738	44004469	protein_coding	PYY	ENSG00000131096	protein_coding	ENST00000360085	4.0329	0.74389	1.705	FALSE	0.067242836	0.032739954	0
PZP	ENSG00000126838	chr12	9148840	9208395	protein_coding	PZP	ENSG00000126838	protein_coding	ENST00000261336	80.804	0.79204	0.975	TRUE	0.003711607	0.853010654	NA
QARS1	ENSG00000172053	chr3	49095932	49105130	protein_coding	QARS	ENSG00000172053	protein_coding	ENST00000306125	47.648	0.58765	0.806	FALSE	NA	-1.128048342	0.0735
QDPR	ENSG00000151552	chr4	17460261	17512206	protein_coding	QDPR	ENSG00000151552	protein_coding	ENST00000281243	13.667	0.58535	1.056	FALSE	0.351040416	-0.365421659	0.0333928571428571
QKI	ENSG00000112531	chr6	163414000	163578592	protein_coding	QKI	ENSG00000112531	protein_coding	ENST00000361752	17.734	0.16916	0.437	FALSE	0.874902913	-0.600197215	0.472380952380952
QPCT	ENSG00000115828	chr2	37342827	37373322	protein_coding	QPCT	ENSG00000115828	protein_coding	ENST00000338415	20.445	1.076	1.534	FALSE	0.166953272	0.073188746	0.017
QPCTL	ENSG00000011478	chr19	45692403	45703989	protein_coding	QPCTL	ENSG00000011478	protein_coding	ENST00000012049	14.807	0.87799	1.394	TRUE	0.059551789	0.395276435	0.0214516129032258
QPRT	ENSG00000103485	chr16	29663279	29698699	protein_coding	QPRT	ENSG00000103485	protein_coding	ENST00000395384	9.5814	0.52185	1.097	FALSE	0.028149843	0.620373271	0.011
QRFP	ENSG00000188710	chr9	130892707	130896812	protein_coding	QRFP	ENSG00000188710	protein_coding	ENST00000343079	NA	NA	NA	FALSE	0.004116093	1.086981038	NA
QRFPR	ENSG00000186867	chr4	121328642	121381059	protein_coding	QRFPR	ENSG00000186867	protein_coding	ENST00000394427	16.767	0.95426	1.448	TRUE	0.150172024	2.189552944	0.007
QRICH1	ENSG00000198218	chr3	49029707	49094363	protein_coding	QRICH1	ENSG00000198218	protein_coding	ENST00000395443	38.196	0.1309	0.275	FALSE	0.603993282	-1.305503091	0.0456
QRICH2	ENSG00000129646	chr17	76274049	76308276	protein_coding	QRICH2	ENSG00000129646	protein_coding	ENST00000262765	72.61	0.74369	0.933	FALSE	0.011131714	0.31328448	NA
QRSL1	ENSG00000130348	chr6	106629578	106668417	protein_coding	QRSL1	ENSG00000130348	protein_coding	ENST00000369046	27.2	0.58822	0.893	FALSE	0.367650009	-0.166110427	0.0480714285714286
QSER1	ENSG00000060749	chr11	32892811	32993316	protein_coding	QSER1	ENSG00000060749	protein_coding	ENST00000399302	69.275	0.11548	0.208	FALSE	0.186112132	-0.159892645	0.328533333333333
QSOX1	ENSG00000116260	chr1	180154869	180204030	protein_coding	QSOX1	ENSG00000116260	protein_coding	ENST00000367602	35.047	0.39946	0.624	FALSE	0.015895412	-0.215945302	0.0575192307692308
QSOX2	ENSG00000165661	chr9	136206333	136245812	protein_coding	QSOX2	ENSG00000165661	protein_coding	ENST00000358701	29.007	0.55159	0.838	FALSE	0.009593559	-0.768284084	0.0450454545454545
QTRT1	ENSG00000213339	chr19	10701430	10713437	protein_coding	QTRT1	ENSG00000213339	protein_coding	ENST00000250237	19.109	0.68031	1.082	FALSE	0.115237098	-0.912614423	0.132
QTRT2	ENSG00000151576	chr3	114005833	114088422	protein_coding	QTRTD1	ENSG00000151576	protein_coding	ENST00000485050	21.838	0.77845	1.168	FALSE	NA	-0.185634322	0.0634210526315789
R3HCC1	ENSG00000104679	chr8	23270120	23296279	protein_coding	R3HCC1	ENSG00000104679	protein_coding	ENST00000265806	9.8238	0.71256	1.335	FALSE	0.020660759	NA	0.0466521739130435
R3HCC1L	ENSG00000166024	chr10	98134624	98244897	protein_coding	R3HCC1L	ENSG00000166024	protein_coding	ENST00000298999	26.76	0.67266	0.997	FALSE	0.19921412	2.042515743	0.0718333333333333
R3HDM1	ENSG00000048991	chr2	135531455	135725270	protein_coding	R3HDM1	ENSG00000048991	protein_coding	ENST00000264160	59.332	0.20225	0.328	FALSE	0.578533071	-0.708934202	0.230583333333333
R3HDM2	ENSG00000179912	chr12	57253762	57431005	protein_coding	R3HDM2	ENSG00000179912	protein_coding	ENST00000347140	51.911	0.077055	0.176	FALSE	0.54644852	-0.483668917	0.187454545454545
R3HDM4	ENSG00000198858	chr19	896503	913245	protein_coding	R3HDM4	ENSG00000198858	protein_coding	ENST00000361574	12.226	0.57257	1.075	TRUE	0.017509831	-0.102065654	0.142333333333333
R3HDML	ENSG00000101074	chr20	44337043	44351238	protein_coding	R3HDML	ENSG00000101074	protein_coding	ENST00000217043	12.489	0.80072	1.356	FALSE	0.048092498	0.767830146	0.0246
RAB10	ENSG00000084733	chr2	26034084	26137454	protein_coding	RAB10	ENSG00000084733	protein_coding	ENST00000264710	11.051	0	0.271	FALSE	0.755324155	-0.135802373	0.345321428571429
RAB11A	ENSG00000103769	chr15	65726054	65891989	protein_coding	RAB11A	ENSG00000103769	protein_coding	ENST00000261890	14.28	0	0.209	FALSE	0.717591641	-0.16891754	0.153516129032258
RAB11B	ENSG00000185236	chr19	8389981	8404434	protein_coding	RAB11B	ENSG00000185236	protein_coding	ENST00000328024	9.7984	0.20411	0.643	FALSE	0.095385192	-0.339023247	0.118
RAB11FIP1	ENSG00000156675	chr8	37858618	37899497	protein_coding	RAB11FIP1	ENSG00000156675	protein_coding	ENST00000330843	36.252	0.60686	0.867	FALSE	0.015108163	1.095442608	0.162720930232558
RAB11FIP2	ENSG00000107560	chr10	118004916	118046941	protein_coding	RAB11FIP2	ENSG00000107560	protein_coding	ENST00000355624	17.949	0.11143	0.351	FALSE	0.486085442	-0.532560312	0.239130434782609
RAB11FIP3	ENSG00000090565	chr16	425649	523011	protein_coding	RAB11FIP3	ENSG00000090565	protein_coding	ENST00000262305	31.671	0.094724	0.245	FALSE	0.039396207	-0.126281104	0.04945
RAB11FIP4	ENSG00000131242	chr17	31391675	31538211	protein_coding	RAB11FIP4	ENSG00000131242	protein_coding	ENST00000325874	32.075	0.12471	0.285	FALSE	0.192181213	-0.677050545	0.164936170212766
RAB11FIP5	ENSG00000135631	chr2	73073382	73156721	protein_coding	RAB11FIP5	ENSG00000135631	protein_coding	ENST00000258098	19.395	0.41249	0.744	FALSE	0.065242096	-0.09847893	0.227083333333333
RAB12	ENSG00000206418	chr18	8609437	8639383	protein_coding	RAB12	ENSG00000206418	protein_coding	ENST00000329286	10.949	0.36533	0.836	FALSE	0.193700151	-0.079414324	0.342
RAB13	ENSG00000143545	chr1	153981617	153986358	protein_coding	RAB13	ENSG00000143545	protein_coding	ENST00000368575	13.804	0.36221	0.762	FALSE	0.192271323	0.250954575	0.0386086956521739
RAB14	ENSG00000119396	chr9	121178133	121223014	protein_coding	RAB14	ENSG00000119396	protein_coding	ENST00000373840	13.969	0	0.214	FALSE	0.738758528	0.02524334	0.226833333333333
RAB15	ENSG00000139998	chr14	64945814	64973226	protein_coding	RAB15	ENSG00000139998	protein_coding	ENST00000267512	14.378	0.4173	0.824	FALSE	0.232639403	0.229866037	0.141794117647059
RAB17	ENSG00000124839	chr2	237574322	237601614	protein_coding	RAB17	ENSG00000124839	protein_coding	ENST00000264601	8.1878	0.3664	0.947	FALSE	0.004320407	0.311088467	0.0448333333333333
RAB18	ENSG00000099246	chr10	27504174	27543207	protein_coding	RAB18	ENSG00000099246	protein_coding	ENST00000356940	12.152	0.08229	0.39	FALSE	0.540343194	-0.025211478	0.144034482758621
RAB19	ENSG00000146955	chr7	140404058	140427974	protein_coding	RAB19	ENSG00000146955	protein_coding	ENST00000537763	6.4709	1.2363	1.873	FALSE	0.057777182	0.81828947	0.101823529411765
RAB1A	ENSG00000138069	chr2	65070696	65130331	protein_coding	RAB1A	ENSG00000138069	protein_coding	ENST00000409784	10.081	0.099193	0.471	FALSE	0.906392493	0.016964524	0.151666666666667
RAB1B	ENSG00000174903	chr11	66268590	66277492	protein_coding	RAB1B	ENSG00000174903	protein_coding	ENST00000311481	11.406	0.087675	0.416	FALSE	0.461798778	0.053045793	0.126235294117647
RAB20	ENSG00000139832	chr13	110523066	110561722	protein_coding	RAB20	ENSG00000139832	protein_coding	ENST00000267328	5.464	0.73206	1.596	FALSE	0.027281431	-0.133616959	0.158
RAB21	ENSG00000080371	chr12	71754863	71800286	protein_coding	RAB21	ENSG00000080371	protein_coding	ENST00000261263	13.645	0.29316	0.671	FALSE	0.562961457	0.077882139	0.20252380952381
RAB22A	ENSG00000124209	chr20	58309715	58367507	protein_coding	RAB22A	ENSG00000124209	protein_coding	ENST00000244040	13.412	0.29823	0.682	FALSE	0.262577297	0.428559479	0.17088679245283
RAB23	ENSG00000112210	chr6	57186992	57222307	protein_coding	RAB23	ENSG00000112210	protein_coding	ENST00000317483	14.222	0.42188	0.833	FALSE	0.433616583	0.097405521	0.140842105263158
RAB24	ENSG00000169228	chr5	177301198	177303744	protein_coding	RAB24	ENSG00000169228	protein_coding	ENST00000303251	14.553	0.27486	0.629	FALSE	0.237109181	-0.409002751	0.209
RAB25	ENSG00000132698	chr1	156061160	156070504	protein_coding	RAB25	ENSG00000132698	protein_coding	ENST00000361084	11.617	0.94687	1.554	FALSE	0.191676806	0.405903663	0
RAB26	ENSG00000167964	chr16	2140803	2154165	protein_coding	RAB26	ENSG00000167964	protein_coding	ENST00000210187	12.11	0.99091	1.589	FALSE	0.036057941	0.488692768	0
RAB27A	ENSG00000069974	chr15	55202966	55319113	protein_coding	RAB27A	ENSG00000069974	protein_coding	ENST00000396307	10.024	0.99763	1.653	FALSE	0.833306489	-0.11331101	0.0904444444444445
RAB27B	ENSG00000041353	chr18	54717860	54895516	protein_coding	RAB27B	ENSG00000041353	protein_coding	ENST00000262094	10.681	0.3745	0.857	FALSE	0.46880526	0.245640846	0.0850697674418605
RAB28	ENSG00000157869	chr4	13361354	13484365	protein_coding	RAB28	ENSG00000157869	protein_coding	ENST00000330852	13.82	0.36178	0.761	FALSE	0.581396091	-0.269825348	0.11675
RAB29	ENSG00000117280	chr1	205767986	205775482	protein_coding	RAB29	ENSG00000117280	protein_coding	NA	NA	NA	NA	FALSE	0.324406766	NA	NA
RAB2A	ENSG00000104388	chr8	60516936	60623644	protein_coding	RAB2A	ENSG00000104388	protein_coding	ENST00000262646	13.612	0	0.22	FALSE	0.624070245	0.083195142	0.128148148148148
RAB2B	ENSG00000129472	chr14	21459020	21476960	protein_coding	RAB2B	ENSG00000129472	protein_coding	ENST00000397762	12.445	0.48211	0.952	FALSE	0.373658985	-0.413532501	0.04004
RAB30	ENSG00000137502	chr11	82973133	83071923	protein_coding	RAB30	ENSG00000137502	protein_coding	ENST00000533486	12.542	0.079733	0.378	FALSE	0.654623995	-0.045517444	0.191754385964912
RAB31	ENSG00000168461	chr18	9708275	9862551	protein_coding	RAB31	ENSG00000168461	protein_coding	ENST00000578921	10.537	0.56941	1.123	FALSE	0.114343487	0.070385697	0.05853125
RAB32	ENSG00000118508	chr6	146543833	146554953	protein_coding	RAB32	ENSG00000118508	protein_coding	ENST00000367495	9.1474	0.65593	1.291	FALSE	0.094032587	-0.302940355	0.0404516129032258
RAB33A	ENSG00000134594	chrX	130171962	130184870	protein_coding	RAB33A	ENSG00000134594	protein_coding	ENST00000257017	5.6881	0	0.526	FALSE	0.244729378	-0.258466596	0.122
RAB33B	ENSG00000172007	chr4	139453232	139476609	protein_coding	RAB33B	ENSG00000172007	protein_coding	ENST00000305626	7.9524	0.12575	0.597	FALSE	0.192904228	0.130520552	0.145290322580645
RAB34	ENSG00000109113	chr17	28714281	28718429	protein_coding	RAB34	ENSG00000109113	protein_coding	ENST00000447716	20.669	0.62897	1	FALSE	0.388746338	-0.217185746	0.162916666666667
RAB35	ENSG00000111737	chr12	120095099	120117502	protein_coding	RAB35	ENSG00000111737	protein_coding	ENST00000229340	11.755	0	0.254	FALSE	0.276963156	-0.01693271	0.1646
RAB36	ENSG00000100228	chr22	23145366	23165663	protein_coding	RAB36	ENSG00000100228	protein_coding	ENST00000263116	20.416	0.8327	1.249	FALSE	0.022182246	0.51118023	0.0195714285714286
RAB37	ENSG00000172794	chr17	74670578	74747335	protein_coding	RAB37	ENSG00000172794	protein_coding	ENST00000392614	14.061	0.85342	1.381	FALSE	0.151870937	0.540547855	0.126777777777778
RAB38	ENSG00000123892	chr11	88113251	88175443	protein_coding	RAB38	ENSG00000123892	protein_coding	ENST00000243662	7.7035	0.64906	1.356	FALSE	0.173246005	0.810010183	0.19075
RAB39A	ENSG00000179331	chr11	107928448	107963482	protein_coding	RAB39A	ENSG00000179331	protein_coding	ENST00000320578	9.7913	0.61279	1.208	FALSE	0.233595243	-0.396974869	0.0326470588235294
RAB39B	ENSG00000155961	chrX	155258235	155264491	protein_coding	RAB39B	ENSG00000155961	protein_coding	ENST00000369454	5.7551	0	0.52	FALSE	0.384681584	-0.326667821	0.240863636363636
RAB3A	ENSG00000105649	chr19	18196784	18204042	protein_coding	RAB3A	ENSG00000105649	protein_coding	ENST00000222256	9.2304	0	0.324	FALSE	0.128579303	-0.463205479	0.0605
RAB3B	ENSG00000169213	chr1	51907956	51990700	protein_coding	RAB3B	ENSG00000169213	protein_coding	ENST00000371655	8.3501	0.23952	0.754	FALSE	0.301466229	-0.183289318	0.0973225806451613
RAB3C	ENSG00000152932	chr5	58582221	58859394	protein_coding	RAB3C	ENSG00000152932	protein_coding	ENST00000282878	11.197	0.62515	1.174	FALSE	0.512465354	-0.24498911	0.159759259259259
RAB3D	ENSG00000105514	chr19	11322068	11346270	protein_coding	RAB3D	ENSG00000105514	protein_coding	ENST00000222120	9.2219	0.8675	1.544	FALSE	0.089054693	0.277973256	0.116212121212121
RAB3GAP1	ENSG00000115839	chr2	135052292	135176394	protein_coding	RAB3GAP1	ENSG00000115839	protein_coding	ENST00000442034	60.867	0.37787	0.535	FALSE	0.302193442	-0.753293407	0.0498421052631579
RAB3GAP2	ENSG00000118873	chr1	220148293	220272453	protein_coding	RAB3GAP2	ENSG00000118873	protein_coding	ENST00000358951	83.623	0.19133	0.291	FALSE	0.100403467	-0.621787504	0.17248275862069
